Id,Label,type
327,국방부,bridge
329,서울대,bridge
331,외교부,bridge
342,환경부,policy
344,LG CNS,private_policy
345,SK C&C,private_policy
346,삼성SDS,private_policy
350,에듀테크,bridge
351,충전소,bridge
353,KISTI,bridge
355,단국대,bridge
357,산업부,bridge
363,KOTRA,bridge
367,인도네시아,bridge
369,코트라,bridge
370,한국관,bridge
372,대한무역투자진흥공사,bridge
375,러시아,bridge
385,부산광역시,policy
387,실무협의회,bridge
388,에코델타시티,bridge
400,수자원공사,bridge
402,한국수자원공사(K-water,policy
403,교육부,bridge
404,유튜브,bridge
412,CES 2025,bridge
419,Awa,bridge
422,dri,bridge
425,Expo,bridge
431,공안부,bridge
433,KTL,private_policy
441,한국건설기술연구원,bridge
445,예산결산특별위원회,bridge
446,강원특별자치도,bridge
448,119안전센터,citizen
452,ESG,bridge
453,SOC,bridge
454,경영대,others
455,기획재정부,bridge
457,행복청,bridge
460,연세대학교,bridge
468,우크라이나,others
472,GS건설,bridge
473,HD현대중공업,private_policy
476,SK에코플랜트,private_policy
477,대우건설,bridge
480,두산에너빌리티,bridge
481,삼성 E&A,private_policy
482,삼성물산,private_policy
485,한국전력공사,bridge
494,경제자유구역,bridge
503,삼성E&A,private_policy
505,E&A,others
511,KT&G,private_policy
512,수자원,bridge
515,KIND,bridge
517,한국해외인프라도시개발지원공사,bridge
518,국제금융센터,citizen
519,광명시,bridge
525,기재부,others
532,한국무역협회,bridge
533,ICLEI,others
535,경기도,policy
537,당사국총회,bridge
541,이니셔티브,others
544,이마트,others
552,중기부,bridge
553,중소벤처기업부,bridge
554,충남창경센터,citizen
555,충남창조경제혁신센터,citizen
562,명문대,bridge
566,대학일자리플러스센터,citizen
572,대표단,bridge
574,이비엔뉴스센터,citizen
579,창업진흥원,bridge
585,국제학교,bridge
588,솔라시도,others
593,파크골프장,bridge
598,한국과학기술정보연구원,bridge
599,한국항공우주연구원,bridge
601,UCLG,private_policy
603,경기연구원,bridge
604,고양특례시,bridge
608,문화체육관광부,bridge
620,KAIST,bridge
622,삼성전자,private_policy
624,LG화학,private_policy
626,SK에너지,private_policy
630,SBS방송사,bridge
632,국가산업단지,bridge
633,국민체육센터,citizen
635,농림축산식품부,bridge
640,밀양시,bridge
645,신세계,bridge
651,다봄센터,citizen
653,시의회,bridge
658,soc,bridge
660,교육청,bridge
665,광주광역시,bridge
667,광주시,others
670,마켓플레이스,bridge
675,삼성전기,private_policy
679,한국국토정보공사(LX),bridge
682,포스코이앤씨,bridge
691,LX한국국토정보공사,bridge
692,오산시,bridge
698,안산시,bridge
709,국가철도공단,others
711,인천국제공항공사,bridge
712,파이낸스센터,citizen
717,국토교통부(,policy
719,K-스마트,bridge
725,국토연구원,bridge
727,서울시립대,bridge
731,김포골드라인,private_policy
740,대구테크노파크,bridge
744,현대차,private_policy
745,CES,bridge
751,경찰서,bridge
754,리빙랩 시민참여단,citizen
767,군부대,bridge
769,용인시,bridge
772,SK하이닉스,private_policy
782,국토교통부·,policy
801,조직위,bridge
812,정부서울청사,bridge
820,국립공주대,bridge
821,국립공주대학교,others
826,추진위원회,bridge
830,법제처,others
832,예산정책처,bridge
838,한국국제협력단,bridge
841,시공사,bridge
843,현대자동차,private_policy
853,테슬라,bridge
860,통계청,bridge
862,K-ICT,bridge
867,사절단,others
880,감사원,bridge
881,공무원,bridge
892,현대엘리베이터,private_policy
893,현대엘리,private_policy
897,DSK,private_policy
899,SK플래닛,private_policy
905,LG유플러스,private_policy
906,사우디아라비아,bridge
907,LG유플,private_policy
910,대강당,bridge
920,파블로항공,bridge
925,Cha,bridge
926,GSMA,others
928,SKT,private_policy
940,한국거래소,bridge
943,과학문화센터,citizen
950,주택건설,bridge
952,하이테크,bridge
953,한국토지주택공사,bridge
975,의왕시,bridge
984,삼성자산운용,private_policy
997,철도공사,others
999,우주항공,bridge
1005,G20,bridge
1008,ITU,others
1022,산자부,others
1026,ICT융합,bridge
1028,MICE,others
1029,선도연구센터,citizen
1033,한국환경공단,policy
1045,원팀코리아,bridge
1052,유럽연합,bridge
1081,에스오에스랩,bridge
1085,KAIA,bridge
1090,고용노동부,bridge
1093,현대엔지니어링,private_policy
1099,#NAME?,private_policy
1104,경기주택도시공사,bridge
1105,속초시,bridge
1114,인천국제공항,bridge
1122,지방시,bridge
1128,안양 스마트시티 통합센터,citizen
1129,철도교통관제센터,citizen
1130,한국도로공사 교통센터,citizen
1131,현대모터스튜디,private_policy
1139,한국자동차연구원,bridge
1142,삼성증권,private_policy
1145,카네비모빌리티,bridge
1159,국방과학연구소,bridge
1168,엔비디아,bridge
1169,스타트업,others
1183,SMR,bridge
1200,도시통합정보센터,citizen
1215,우아한형제들,bridge
1216,천안시,bridge
1220,동남아시아,others
1237,농식품부,others
1250,법무부,bridge
1251,스마트도시통합센터,citizen
1255,삼성그룹,private_policy
1261,한양대,bridge
1267,사우디,bridge
1275,현대모비스,private_policy
1295,CTA,bridge
1301,SK그룹,private_policy
1303,삼성디스플레이,private_policy
1311,도봉구,bridge
1313,도시정보,others
1331,정부세종청사,bridge
1335,SCEWC,bridge
1344,제주국제자유도시개발센터,citizen
1345,제주도,bridge
1377,서울본부,bridge
1388,인재개발원,bridge
1394,지산학협력,others
1401,한국산업단지공단,bridge
1402,한국지역정보개발원,policy
1405,현대미술관,private_policy
1408,사회복지,bridge
1416,충남대,bridge
1419,정례회,bridge
1423,태안군,bridge
1426,동주민센터,citizen
1427,서초구,bridge
1428,서초구청장,bridge
1431,도시재생지원센터,citizen
1438,하나증권,others
1443,세미나,bridge
1445,경기도의회,policy
1446,경기주택도시공사(GH,bridge
1449,상임위,bridge
1452,음성군,bridge
1465,충북도,bridge
1471,대구대,bridge
1472,해양수산부,bridge
1475,부산시의회,others
1488,스마트도시협회,bridge
1507,Circ,others
1532,서울대학교,bridge
1539,SH공사,bridge
1545,국토교통부장관,policy
1546,국토교통부장,policy
1548,리빙랩,citizen
1550,횡성군,bridge
1560,우리은행,bridge
1568,LH-,private_policy
1574,NHN,others
1582,성균관대,bridge
1588,혁신연구센터,citizen
1589,위원회,others
1590,LS일렉트릭,others
1603,부산도시공사,bridge
1604,LH토지주택연구원,private_policy
1619,대사관,bridge
1630,한화시스템,bridge
1631,풀스택,bridge
1635,지방시대위원회,bridge
1660,팀네이버,private_policy
1661,사무소,bridge
1663,수자원환경부문장,policy
1669,NASA,bridge
1672,아람코,bridge
1679,양양새활용센터,citizen
1683,공화당,bridge
1691,탄소중립지원센터,citizen
1701,제주창조경제혁신센터,citizen
1703,세계은행,bridge
1716,스탠퍼드대,bridge
1735,LH공사,private_policy
1736,LGCNS,private_policy
1748,과학치안진흥센터,citizen
1755,OK민원센터,citizen
1756,서초구청,others
1762,공동성명,others
1763,정상회담,others
1783,리벨리온,others
1792,서산시장,others
1796,부산광역시컨소시엄,policy
1799,비츠로시스,bridge
1803,인천스타트업파크,bridge
1804,조달청,bridge
1815,경기도경제과학진흥원,policy
1816,제천시,bridge
1819,리더스,others
1832,KT클라우드,private_policy
1833,카카오엔터프라이즈,private_policy
1845,청년문화센터,citizen
1857,경기창조경제혁신센터,citizen
1862,삼성SDI,private_policy
1870,과기정통부]과학기술정보통신부,policy
1887,한국과학기술정보연구원(KISTI,bridge
1894,SK리츠,private_policy
1896,HD현대로보틱스,private_policy
1924,공주대,bridge
1926,MIT,bridge
1933,SK쉴더스,private_policy
1936,한국정보보호학회,bridge
1942,세종특별자치시장,policy
1950,의료혁신센터,citizen
1982,국가사이버안보센터장,citizen
1984,도의회,bridge
1989,LG그룹,private_policy
2004,고양드론앵커센터,citizen
2010,LH(한국토지주택공사,private_policy
2016,한국수자원공사(K-WATER,policy
2043,강서구,bridge
2047,선도지구,others
2057,카카오벤처스,private_policy
2066,현대위아,private_policy
2069,현대도시개발,private_policy
2093,세종특별자치시,policy
2096,목포시장,others
2097,LH-현대차그룹,private_policy
2106,현대로템,private_policy
2107,현대글로비스,private_policy
2108,현대제철,private_policy
2114,한국사무소,others
2115,SAP,others
2119,공동연구센터,citizen
2121,삼성중공업,private_policy
2133,SCSE,others
2138,경제기획원,bridge
2143,정보통신부,bridge
2150,RISE,bridge
2152,유럽연합(,others
2179,이데일리,bridge
2186,인천공항,bridge
2187,현대차-인천국제공항공사,private_policy
2189,#NAME?,private_policy
2195,상공회의소,bridge
2198,네옴시티,bridge
2213,LH사장,private_policy
2214,삼성PIS글로벌인프라펀드,private_policy
2220,주택공사,bridge
2224,도로(한국도로공사,policy
2235,KOICA,bridge
2257,희림종합건축사사무소,others
2268,정부세종컨벤션센터,citizen
2275,창조경제혁신센터,citizen
2284,KTX광명역세권,private_policy
2294,과학기술정보통신부·,policy
2298,KTX,private_policy
2317,KTX광명역,private_policy
2328,벤처캐피탈,others
2348,프레스센터,citizen
2358,기술혁신지원센터,citizen
2363,WHO,bridge
2364,노인복지관,others
2365,문화자원센터,citizen
2366,한국매니페스토실천본부,bridge
2368,도교육청,bridge
2372,청년창업,bridge
2401,금오공대,bridge
2406,이집트,others
2412,필리핀,others
2424,한국조선해양기자재공업협동조합,citizen
2427,현대ENG,private_policy
2430,삼성·,private_policy
2438,우즈베키스탄,bridge
2440,대전센터,citizen
2455,계명대,bridge
2478,SK증권,private_policy
2484,인천도시재생지원센터,citizen
2485,인천도시공사,bridge
2496,아세안,bridge
2511,우경정보기술,bridge
2516,삼성엔지니어링,private_policy
2532,재무부,bridge
2606,삼성서울병원,private_policy
2616,삼성바이오로직스,private_policy
2625,신흥SK뷰,private_policy
2645,SK실트론,private_policy
2647,한국경제인협회,bridge
2649,여주시,bridge
2656,AI보안연구센터,citizen
2657,ICT융합연구센터,citizen
2658,숭실대,bridge
2668,㈜KT,private_policy
2679,충남대학교,bridge
2681,예천군,bridge
2706,대전컨벤션센터,citizen
2717,사이버침해대응센터,citizen
2729,소방서,bridge
2732,스마트안전센터,citizen
2764,하이퍼스케일 데이터센터,citizen
2780,KT엔지니어링,private_policy
2781,KT전남·전북법인고객본부,private_policy
2840,베스텔라랩,others
2867,NIC,bridge
2873,SK렌터카,private_policy
2881,㈜SK렌터카,private_policy
2885,국방미래기술연구센터,citizen
2888,아산시,others
2892,당진시,bridge
2897,현대그룹,private_policy
2912,112상황실,others
2913,스마트시티 통합운영센터,citizen
2925,스마트시티센터,citizen
2935,후보군,others
2956,삼성물산·현대건설,private_policy
2970,신한은행,bridge
2978,국민권익위원회,citizen
2996,국가균형발전위원회,others
3001,옥천군,bridge
3006,출연연,bridge
3009,과학기술정보통신부장관,policy
3011,누산타라,bridge
3028,군의회,bridge
3030,세계도시정상회의,others
3048,연무마을,citizen
3077,sk하이닉스,private_policy
3080,도시공사,bridge
3092,공공산후조리원,bridge
3094,육아종합지원센터,citizen
3120,강남구도시관제센터,citizen
3123,시범단,others
3125,iH(인천도시공사,private_policy
3128,인천도시공사(iH),private_policy
3137,천마마을,citizen
3148,부산광역시의회,policy
3158,GDIN,others
3159,본투글로벌센터,citizen
3163,에코시스템,others
3176,현대기아자동차,private_policy
3188,중앙일보,bridge
3197,SK브로드밴드,private_policy
3242,포스코인터내셔널,others
3247,KC인증 불편신고센터,citizen
3248,KTB,private_policy
3255,국가희소금속센터,citizen
3284,대전창조경제혁신센터,citizen
3293,청주대학교,bridge
3313,㈜카카오모빌리티,private_policy
3329,조선업 도약센터,citizen
3333,경기도교육청,policy
3346,용인미디어센터,citizen
3360,성남산업진흥원,bridge
3367,산업자원부,others
3377,부산창조경제혁신센터,citizen
3406,IFEZ,bridge
3419,HDC현대산업개발,private_policy
3420,현대산업개발,private_policy
3423,IHS마킷,private_policy
3430,동남아시아국가연합,bridge
3509,행정안전부장관,policy
3529,대구디지털혁신진흥원,bridge
3530,대구창조경제혁신센터,citizen
3532,네이버㈜,private_policy
3540,ASEAN,others
3541,LG에너지솔루션,private_policy
3543,신수도청,others
3544,아세안경제공동체,citizen
3566,대한경제]과학기술정보통신부,policy
3571,한경협,bridge
3589,데이터센터,citizen
3590,현대건설-사우디텔레콤,private_policy
3595,UNESCAP,others
3596,경기도청,policy
3629,KT·현대건설,private_policy
3654,KT-현대건설-stc그룹,private_policy
3656,HD현대오일뱅크,private_policy
3677,부산엑스포,bridge
3683,HD현대,private_policy
3696,APEC기후센터,citizen
3711,한국해양대학교,others
3722,대한경제신문,bridge
3734,스탠포드센터,citizen
3757,SK바이오사이언스,private_policy
3774,한국도로공사서비스,policy
3779,LH(,private_policy
3786,서울프레스센터,citizen
3794,CJ대한통운,others
3796,HD현대건설기계,private_policy
3805,K-ICT창업멘토링센터,citizen
3814,네이버Z,private_policy
3830,우체국,bridge
3842,HD현대사이트솔루션,private_policy
3847,재건협력센터,citizen
3858,한국환경산업기술원삼성물산,private_policy
3859,현대건설기계,private_policy
3863,SK텔레콤·KT·LG유플러스,private_policy
3867,현대차·,private_policy
3895,한국산업안전보건공단,others
3920,AI고객센터,citizen
3929,K-water,policy
3930,AICC,others
3931,KT그룹,private_policy
3936,도시재생지원센터사,citizen
3942,세계스마트시티기구,bridge
3973,서울특별시,policy
3978,부산국제금융센터,citizen
3988,에듀센터,citizen
4005,CJ라이브시티,others
4043,대구창조경제혁신센터장,citizen
4054,삼성건설,private_policy
4057,정보통신기술연구센터,citizen
4064,연구센터,citizen
4076,그린에너지,bridge
4092,에스케이(SK)플래닛,private_policy
4101,네이버1784,private_policy
4103,개최국토교통부,policy
4129,한국에너지기술평가원,bridge
4130,국립원자력연구센터,citizen
4155,영남대,bridge
4194,㈜현대자동차,private_policy
4195,고흥항공센터,citizen
4197,선정마을,citizen
4210,도선마을,citizen
4221,ADB,others
4235,국제대,bridge
4242,한우특화센터,citizen
4250,드론앵커센터,citizen
4297,덴마크,others
4321,LG디지털파크,private_policy
4322,SK E&S,private_policy
4324,SK·LG,private_policy
4327,과학기술사이버안전센터,citizen
4332,영남대학교,bridge
4348,LGU+,private_policy
4361,월드트레이드센터,citizen
4371,세계무역센터,citizen
4382,삼성전자㈜,private_policy
4388,나로우주센터,citizen
4399,굿네이버스,private_policy
4400,삼성생명,private_policy
4403,부산광역시교육청,policy
4404,공동체영토인프라개발부,citizen
4412,현대오토에버,private_policy
4464,다함께돌봄센터,citizen
4487,SK건설,private_policy
4494,LH세종본부,private_policy
4495,온라인뉴스,private_policy
4498,복지재단,citizen
4499,시민복지재단,citizen
4504,고양시민복지재단,citizen
4510,세종창조경제혁신센터,citizen
4516,국토교통부실거,policy
4521,카카오VX,private_policy
4522,남양주시,others
4563,청년창업지원센터,citizen
4580,경기도 교육청,policy
4582,부곡커뮤니티센터,citizen
4583,장애인단기보호센터,citizen
4584,포일숲속마을,citizen
4597,창경센터,citizen
4600,SK바이오,private_policy
4615,한국스탠포드센터,citizen
4620,네이버 1784 사옥,private_policy
4623,국립디지털문화유산센터,citizen
4631,네이버·네이버클라우드,private_policy
4656,우호협력,others
4666,복합커뮤니티센터,citizen
4670,SK이노베이션,private_policy
4697,한국도로공사?,policy
4698,한국도로공사?한국해외인프라도시개발지원공사,policy
4731,현대백화점,private_policy
4740,미디어아트센터,citizen
4742,미래공간융합디자인센터,citizen
4761,경기도건설본부,policy
4765,MG새마을금고,citizen
4767,의왕역,bridge
4768,경기시청자미디어센터,citizen
4779,대한항공·KT·현대건설,private_policy
4807,통합정보센터,citizen
4817,고양경제자유구역,bridge
4844,삼성화재,private_policy
4850,지식산업센터,citizen
4851,청년일자리지원센터,citizen
4863,스마트시티통합운영센터,citizen
4865,현대아이파크,private_policy
4867,국제안전도시공인센터,citizen
4868,국제안전도시지원센터,citizen
4891,네이버-,private_policy
4895,네이버-삼성물산,private_policy
4896,경찰병원,others
4974,KTC,private_policy
5054,경기도수출기업협회,policy
5066,부산지식산업센터,citizen
5070,경기도정원문화박람회,policy
5075,네이버아라비아,private_policy
5076,네이버이노베이,private_policy
5077,네이버이노베이션,private_policy
5082,NAVER,private_policy
5115,네이버(NA,private_policy
5124,한동대,bridge
5131,네이버 ▷라이엇게임즈,private_policy
5132,통합혁신센터,citizen
5133,삼성넥스트,private_policy
5134,SK Telecom,private_policy
5159,글락소스미스클라인(GSK),private_policy
5173,SK·동원그룹,private_policy
5179,국가정보자원관리원,others
5187,현대케피코,private_policy
5207,팀네이버-NHC,private_policy
5218,㈜SK,private_policy
5224,카카오헬스케어,private_policy
5233,(주)KT,private_policy
5234,(주)SK,private_policy
5241,국립암센터,citizen
5243,현대엘리베터,private_policy
5244,현대엘,private_policy
5245,네이버(대표이사,private_policy
5265,LG엔솔,private_policy
5266,LG이노텍,private_policy
5274,AI 컨택센터,citizen
5278,국가정보센터,citizen
5283,네이버 웨일,private_policy
5333,팀네이버-CJ올리브네트웍스,private_policy
5335,삼성종합기술원,private_policy
5341,SK이노,private_policy
5344,대신증권,others
5348,네이버 클라우드,private_policy
5357,HD현대일렉트릭,private_policy
5370,KTNET,private_policy
5376,삼성벤처투자,private_policy
5378,인천창조경제혁신센터,citizen
5386,범현대,private_policy
5394,국제컨벤션센터,citizen
5408,KT에스테이트,private_policy
5410,CNS(LG씨엔에스,private_policy
5418,LG씨엔에스,private_policy
5422,SK스퀘어,private_policy
5427,㈜LG,private_policy
5428,CNS(LG씨엔에스),private_policy
5429,LG디스플레이,private_policy
5432,LG CNS]LG CNS,private_policy
5434,LG 시나르마스,private_policy
5437,공모주,bridge
5443,LG 옵타펙스,private_policy
5450,엘지씨엔에스,private_policy
5451,SKC,private_policy
5452,SK엔무브,private_policy
5475,LG에너지,private_policy
5481,LG생활건강,private_policy
5489,뉴삼성,private_policy
5498,한국생산성본부,bridge
5517,LG화학단지,private_policy
5522,삼성드림클래스,private_policy
5523,삼성복지재단,citizen
5524,삼성카드,private_policy
5530,삼성청년SW아카데미,private_policy
5574,충남창경센터장,citizen
5589,ESG센터,citizen
5592,대전사회혁신센터,citizen
5594,사회혁신센터,citizen
5603,과학기술보안연구센터,citizen
5605,우주항공 사이버안전센터,citizen
5617,구미지원센터,citizen
5623,지역아동센터,citizen
5636,울산창조경제혁신센터,citizen
5638,충북국제개발협력센터,citizen
5655,HD현대인프라코어,private_policy
5688,현대차·기아,private_policy
5691,KMAC,others
5692,국가데이터센터,citizen
5702,LG헬로비전,private_policy
5705,은평구청장,bridge
5715,경남창조경제혁신센터,citizen
5718,솔루션 리빙랩,citizen
5742,부산국제금융센터(,citizen
5749,대구상공회의소,bridge
5751,지식재산센터,citizen
5779,농업기술센터,citizen
5782,국가혁신센터,citizen
5874,스마트비즈니스센터,citizen
5911,음식진흥센터,citizen
5915,리빙랩 시민연구원,citizen
5924,강원창업창업체험센터,citizen
5925,강원창업체험센터,citizen
5928,늘봄다봄센터,citizen
5930,성과평가위원회,bridge
5937,리빙랩지원단,citizen
5952,부산시청자미디어센터,citizen
5969,서울스마트시티센터,citizen
5975,안양시스마트도시통합센터,citizen
5986,춘천사회혁신센터,citizen
6003,창업경제혁신센터,citizen
6006,LG 씽큐 온,private_policy
6017,롯데센터출장소,citizen
6032,㈜카카오엔터프라이즈,private_policy
6033,시민안전센터,citizen
6035,삼성·LG전자,private_policy
6046,사이버보안연구센터,citizen
6075,삼성창조캠퍼스,private_policy
6100,스마트도시연구센터,citizen
6109,국립컨벤션센터,citizen
6139,IFEZ 스마트시티 리빙랩 시민참여단,citizen
6140,리빙랩 앰버서더,citizen
6154,보행환경연구센터,citizen
6165,충남혁신센터,citizen
6174,K-스타트업 센터,citizen
6175,전북창조경제혁신센터,citizen
6202,교통연구센터,citizen
6209,스마트시티 리빙랩 시민참여단,citizen
6222,광주창조경제혁신센터,citizen
6241,방재연구센터,citizen
6258,스마트시티 리빙랩,citizen
6260,도시정보통합센터,citizen
6264,LA코리아센터,citizen
6270,콘코디아 한국어마을,citizen
6272,한국문화콘텐츠진흥원 미국비즈니스센터,citizen
6273,한국어마을,citizen
6283,목포수산식품지원센터,citizen
6303,영운국민체육센터,citizen
6308,LH인천지역본부,private_policy
6322,사이버안전센터,citizen
6343,AI 다자 연구센터,citizen
6349,불광천미디어센터,citizen
6379,울산중구가족센터,citizen
6385,글로벌 바이오,others
6386,기술혁신센터,citizen
6397,한몽도시협력센터,citizen
6447,제주한화우주센터,citizen
6452,한화우주센터,citizen
6490,아트센터,citizen
6495,글로벌엔지니어링센터,citizen
6498,LG 시그니처 올레드 M,private_policy
6511,KT서부광역본부,private_policy
6512,KT서부광역본부장,private_policy
6520,데이터베이스,others
6546,도시재생지원센터장,citizen
6560,사회적협동조합,citizen
6575,SK렌터카㈜,private_policy
6585,경북창조경제혁신센터,citizen
6586,경북창조경제혁신센터장,citizen
6610,창업보육센터,citizen
6625,시민리빙랩,citizen
6647,청소년문화센터,citizen
6661,인천교통정보센터,citizen
6664,대체에너지 진흥센터,citizen
6671,도청119안전센터,citizen
6677,서울창조경제혁신센터,citizen
6695,국제경찰지식센터,citizen
6696,스마트치안지능센터,citizen
6701,라스베이거스컨벤션센터,citizen
6720,해양치유센터,citizen
6733,UAM연구센터,citizen
6744,KT컨소시엄,private_policy
6745,SKT컨소시엄,private_policy
6751,노인복지센터,citizen
6758,한국투자,others
6793,디지털훈련센터,citizen
6794,로봇직업혁신센터,citizen
6797,스마트시티 시민 리빙랩 아카데미,citizen
6806,생물의약연구센터,citizen
6822,MIT 합동공학연구센터,citizen
6843,KIEP,others
6844,현대건설 컨소시엄,private_policy
6845,국방특화센터,citizen
6855,제2국민체육센터,citizen
6860,위치추적중앙관제센터,citizen
6890,환경자원센터,citizen
6897,호남권연구센터,citizen
6934,KT부사장,private_policy
6953,도시안전정보센터,citizen
6969,삼성바이오로직스㈜,private_policy
6970,사이버 침해대응센터,citizen
6990,삼성리서치이스라엘,private_policy
6994,삼성리서치,private_policy
7004,스마트시티 리빙랩 성과공유회,citizen
7014,위성총조립시험센터,citizen
7017,생활문화체육센터,citizen
7037,LH인도지사,private_policy
7068,현대엔지니어링현대엔지니어링,private_policy
7077,스마트시티 리빙랩 연구회,citizen
7113,항공모빌리티융합연구센터,citizen
7119,가족복합커뮤니티센터,citizen
7137,삼성독일법인,private_policy
7173,준법지원센터,citizen
7174,음성군통합관제센터,citizen
7177,탄소중립 에듀센터,citizen
7206,공동체주택부,citizen
7279,서울특별시장,policy
7323,한국토지주택공사(LH,private_policy
7360,KT맨,private_policy
7362,LG하우시스,private_policy
7386,수성알파시티 스마트시티센터,citizen
7393,국민신문고,citizen
7399,스마트시티 혁신센터,citizen
7402,Automotive Task Forc,private_policy
7404,LH연구원,private_policy
7445,스마트광통신센터,citizen
7461,현대차부사장,private_policy
7707,현대일본학회,private_policy
7831,바로팜협동조합,citizen
7895,삼성전자삼성전자,private_policy
7906,현대HT,private_policy
7971,SK에코,private_policy
7986,아트센터 오피스텔 신축공사,citizen
