Id,Label
267,부장교사
268,의정부공고
269,김포시
270,단국대
271,대학원
272,스마트로
273,경제자유구역
274,울산
275,유럽
276,한국대사관
277,IFEZ
278,대표단
279,인천국제공항공사
280,인민위원회
281,인천공항
282,인천광역시청
283,자유무역지대
284,제공
285,시의회
286,USTR
287,네이버
288,미국무역대표부
289,티맵모빌리티
290,경북대
291,대구시
292,첨단정보통신융합산업기술원
293,티센터
294,한국데이터산업진흥원
295,NASA
296,국가기술표준원
297,산업통상자원부
298,머니투데이
299,스마트팜
300,HVAC
301,LG전자
302,대한무역투자진흥공사
303,LIG넥스원
304,방산
305,GM
306,현대자동차
307,단국대학교
308,대학
309,김포시청
310,의정부공업고등학교
311,의정부교육지원청
312,말레이시아
313,인도
314,인도네시아
315,신흥
316,평가위
317,GCC
318,HMM
319,HMMME
320,걸프협력회의
321,디리야
322,미스크
323,일본
324,토요타
325,현대차그룹
326,광역자치단체
327,누리집
328,경북대학교
329,대구
330,미래혁신성장실장
331,수성알파시티 스마트시티센터
332,사우디아라비아
333,광주대
334,광주대학교
335,atbo
336,간부회
337,고양시
338,농림축산식품부
339,도시산업
340,ETRI
341,한국전자통신연구원
342,과학기술정보통신부
343,UAM
344,도심항공교통
345,슈퍼널
346,UNIST
347,울산시
348,울주군
349,과기정통부
350,스마트시티센터
351,교통안전
352,명선초
353,명선초등학교
354,포스코고
355,MS
356,Un
357,ata Industry Promotion Agency
358,expo
359,fie
360,대구광역시
361,ESG센터
362,㈜엔엠에프
363,㈜합동전기
364,대전사회혁신센터
365,스마트시티건축공학
366,충남대
367,KAIST
368,대덕특구
369,출연연
370,한국항공우주연구원
371,교육부
372,사립대
373,산학협력
374,세종
375,세종시
376,수성
377,충남대학교
378,한밭대
379,혁신도시
380,상임위
381,한양
382,개혁신당
383,더불어민주당
384,복지부
385,건강보험심사평가원
386,국민건강보험공단
387,공동
388,수도권
389,세종특별자치시
390,지방분권
391,천안
392,초중등
393,충남
394,국회의사당
395,금강
396,대전시
397,세종의사당
398,여성가족부
399,중도일보
400,충북
401,충청
402,충청권
403,대덕연구개발특구
404,대전상공회의소
405,대전세종연구원
406,팬데믹
407,대한석탄공사
408,한국광해광업공단
409,참여정부
410,도로교통공단
411,충북대
412,배재대
413,보령
414,청주
415,한국전력공사
416,한국과학기술기획평가원
417,한국관광공사
418,인천경제자유구역청인천경제자유구역청
419,IITP
420,KADIF
421,산학협력단
422,정보통신기획평가원
423,융복합대학
424,신정중학교
425,수성알파시티
426,Cha
427,Cu
428,shi
429,NIPA
430,연세대
431,정보통신산업진흥원
432,행정안전부
433,IT서비스학회
434,정보대학원
435,춘계학술대회
436,한국로봇산업진흥원
437,포스코DX
438,한국IT서비스학회장
439,한화로보틱스
440,현대자동차그룹
441,한국지능정보사회진흥원(NIA)
442,LG그룹
443,메타
444,IBM
445,마이크로소프트
446,디즈니
447,산림청
448,새만금개발청
449,행정중심복합도시건설청
450,메타버스
451,ABB
452,대구시청
453,LG CNS
454,한양대학교
455,세라젬
456,국토지리정보원
457,네이버랩스
458,유튜브
459,EXPO
460,라온피플
461,하이펜
462,회의록
463,라온로드
464,국가정보원
465,공간정보협의체
466,민간위
467,기술정보통신부
468,구청
469,산업별
470,용산구청
471,인천광역시
472,재무장관회의
473,O2O
474,한국전자기술연구원
475,엑스포
476,HMGMA
477,폭스바겐
478,토요타그룹
479,현대오토에버
480,포스코고등학교
481,국토지리정보원장
482,산업공학과
483,카카오
484,VOA건축사사무소
485,SCEWC
486,성남시
487,성남시장
488,성남시청
489,피라
490,Soc
491,fig
492,sig
493,soc
494,too
495,사회혁신센터
496,고위관리회의
497,Adm
498,Aff
499,Awa
500,Google
501,Google 번역
502,adm
503,bri
504,deta
505,fai
506,iss
507,nea
508,obs
509,spl
510,who
511,Euro
512,Japan
513,Kis
514,awa
515,hug
516,sat
517,목포
518,프랑스
519,Tokyo
520,동경대
521,imm
522,mec
523,고려대학교
524,경기대
525,스페인
526,소고기
527,이대
528,국회도서관
529,세종특별자치시장
530,대전컨벤션센터
531,수자원
532,수자원공사
533,한국수자원공사
534,세종시장
535,전략사
536,행안부
537,Shi
538,두바이
539,아부다비
540,트위터
541,A2G
542,G42
543,싱가포르
544,오토노머스에이투지
545,육상교통청
546,M1UCS
547,모빌리티원
548,두산에너빌리티
549,A2D
550,킬사글로벌
551,가천대
552,과학기술정보방송통신위원회
553,구글코리아
554,무역대표부
555,경희대
556,지리학과
557,메가시티
558,새만금
559,새만금개발청장
560,새만금청
561,ICT연구센터
562,ITRC
563,고려대
564,과기부
565,유공
566,한국연구재단
567,SBS
568,가천대학교
569,공항철도
570,한국공간정보산업협
571,에스오에스랩
572,이엠에스
573,중소벤처기업진흥공단
574,청년창업사관학교
575,성균관대
576,스타트업얼라이언스
577,카이스트
578,한국과학기술정보연구원(KISTI)
579,개인정보 보호법
580,바이두
581,스타트업
582,한국과학기술정보연구원(KISTI
583,한국과학기술정보연구원
584,K-국
585,대상
586,대학(
587,연세대학교
588,DCC
589,KISTI
590,국가철도공단
591,한국가스기술공사
592,한국서부발전
593,한국중부발전
594,한국철도공사
595,국토연구원
596,양해
597,의정부
598,과학기술보안연구센터
599,보안관제
600,우주항공
601,우주항공 사이버안전센터
602,건양대
603,경제정의실천시민연합
604,국방부
605,디지털트윈
606,서울대
607,소상공인연합회
608,외교부
609,정치외교학부
610,통일부
611,경실련
612,경영학과
613,한국정보보호학회
614,(LiDAR)
615,GS
616,교차로
617,샌드박스
618,ISP
619,넷플릭스
620,미 정부
621,남북
622,서울여대
623,지능정보보호학부
624,KPI
625,농림부
626,진흥원
627,충남정보문화산업진흥원
628,Arm
629,충전소
630,CNS(LG씨엔에스
631,IPO
632,대국
633,교통국
634,몽골
635,경제부
636,기재부
637,기획재정부
638,도쿄
639,동남아국가연합
640,한국은행
641,한일
642,GX룸
643,골프연습장
644,농심
645,르노코리아
646,부산시
647,삼성전기
648,서낙동강
649,수변공원
650,스타필드시티
651,에코델타시티
652,중흥
653,피트니스클럽
654,코레일
655,김천시
656,보건복지부
657,환경부
658,CJ올리브네트웍스
659,SK C&C
660,삼성SDS
661,ISMP
662,경제개발공사
663,뉴욕
664,에듀테크
665,금융위원회
666,국정원
667,산업부
668,동서문제연구원
669,한국공간정보산업협회
670,APEKSI
671,KOTRA
672,부산항만공사
673,상담회
674,수라바야무역관장
675,지자체협회
676,코트라
677,한국관
678,K-스마트시티
679,국립공주대
680,국립공주대학교
681,시범단
682,국토교통위원회
683,알파벳
684,중국 정부
685,지주
686,AIC
687,SPC
688,부산정보산업진흥원
689,사이버위협
690,LS
691,LS그룹
692,LS일렉트릭
693,LS전선
694,사무소
695,네브시스
696,중기부
697,MIT
698,홍익대
699,홍익대학교
700,기아자동차
701,사회부
702,한국과학기술정보연구원(
703,AMD
704,모빌린트
705,App
706,HP
707,딥시크
708,레노버
709,케이투스
710,HPC
711,한국자동차연구원
712,에너자이
713,코난테크놀로지
714,폴라리스오피스
715,버넥트
716,인이지
717,디노티시아
718,이스트소프트
719,슈퍼브에이아이
720,올거나이즈
721,코오롱베니트
722,와이즈스톤
723,STC
724,LH
725,강서경찰서
726,에코델타시티역
727,중흥건설그룹
728,중흥토건
729,아이
730,아이 바다패스
731,이어드림
732,Bri
733,그린스마트
734,부산에코델타시티
735,실무협의회
736,시청
737,명지새동네~국회도서관
738,원도심
739,뉴사우스웨일즈대학교
740,도심항
741,대한산악연맹
742,블랙야크
743,숙명여자대학교
744,팅크웨어
745,한국산악회
746,공공택지지구
747,목동 학원가
748,범어동
749,부동산R114
750,도심항공
751,한국수자원공사(K-water
752,전남대
753,가덕도신공항
754,작은도서관
755,중흥S
756,사업단장
757,국립한밭대
758,명지IC
759,공주대
760,구미시
761,구미시장
762,구미지원센터
763,굿네이버스
764,CES 2025
765,iM뱅크
766,경제부시장
767,신용보증기금
768,엑스코
769,유엔디
770,플러그앤플레이
771,UN
772,㈜릴리커버
773,㈜한국알파시스템
774,신보
775,GTE
776,GTEL
777,공안부
778,동구
779,IBEN
780,릴리커버
781,비바이노베이션
782,에이트테크
783,큐빅케이
784,티엠이브이넷
785,한국알파시스템
786,E.N.SOFT
787,FIX
788,UMN
789,국제스마트기술협력센터
790,신라대
791,신라대학교
792,HMG
793,충남문진원
794,태안
795,태안군
796,ESG
797,국제학교
798,동남아시아
799,태국
800,롯데호텔
801,총리실
802,공주대학교
803,피트니
804,KTL
805,JA
806,글로컬대학
807,호남대
808,호남대학교
809,남구
810,대방건설
811,대우건설
812,리얼투데이
813,용인시
814,한국부동산원
815,광주보건대
816,광주여대
817,대구보건대·
818,대전보건대
819,동신대
820,목포과학대
821,목포대
822,순천대
823,조선간호대
824,조선대
825,조선이공대
826,키오스크
827,금샘종합건설
828,핀텔
829,한서대학교
830,현대도시개발
831,간성읍
832,건설교통국장
833,고성군
834,홍천군
835,BIM
836,건설공사
837,심층평가위원
838,스마
839,스마트건설
840,스마트
841,목포해양대
842,송원대
843,한국해양대
844,경기
845,전북
846,뉴시스
847,대한체육회
848,전북특별자치도
849,CCIA
850,예산결산특별위원회
851,IMF
852,국제통화기금
853,유럽연합
854,항만
855,경제
856,나토
857,노바티스
858,독일
859,동유럽
860,서구
861,슬로바키아
862,웨스팅하우스
863,포스코
864,한국토지주택공사(LH)
865,GS건설
866,한국건설산업연구원
867,한화
868,현대엔지니어링
869,한국정부
870,KB금융
871,농협은행
872,신한은행
873,신한카드
874,테크놀로지스
875,유가증권
876,고려사
877,알스퀘어
878,EU
879,HD현대건설기계
880,HD현대인프라코어
881,WB
882,세계은행
883,쌍용건설
884,우크라이나 전쟁
885,하나증권
886,HD현대
887,HD현대그룹
888,국제공항공사
889,JP모건
890,미래에셋증권
891,덴마크
892,지멘스
893,투자은행
894,베스타스
895,종합건설
896,키움증권
897,유현준건축사사무소
898,경기일보
899,고양특례시
900,강원특별자치도
901,서울시청
902,온라인뉴스
903,119안전센터
904,강원자치도
905,파이낸셜뉴스
906,강원지역
907,강원특별자치도청
908,경영대
909,게스
910,스카이라운지
911,롯데마트
912,조선대학교
913,국방위
914,도시공사
915,의정부도시공사
916,미래전략
917,행복청
918,소공연
919,행복청장
920,다함께
921,에듀리버
922,제천
923,충주
924,현대모비스
925,㈜신세계화성
926,파라마운트
927,화성특례시
928,GH
929,화성시
930,한국전력
931,한국토지주택공사
932,애나
933,엠젠솔루션
934,대사관
935,주한
936,디캠프
937,은행권청년창업재단
938,국립군산대
939,국립군산대학교
940,군산대
941,스마트오션모빌리공학과
942,첨단학
943,대학일자리플러스센터
944,총정
945,AFC
946,경기도
947,한경닷컴
948,K-건설
949,중동
950,불공정
951,대우
952,호주
953,한국건설기술인협회
954,CBS노컷뉴스
955,금융감독원
956,검찰
957,대검찰청
958,블랙펄인베스트먼트
959,스마트이앤씨
960,에스지에스한국
961,테크밸리산단
962,SK
963,롯데그룹
964,롯데케미칼
965,사절단
966,에틸렌
967,한경협
968,한국경제인협회
969,한국무역협회
970,관세에
971,통상교섭본부
972,신세계그룹
973,aff
974,세종시청
975,국제테마파크
976,신세계화성
977,통신부
978,구세주
979,팀코리아
980,정부서울청사
981,양가희
982,도시
983,도심
984,ARM
985,수퍼게이트
986,에이직랜드
987,Daewoo
988,Fina
989,unc
990,IB
991,다함께돌봄센터
992,KB금융그룹
993,NH농협은행
994,W&B
995,넥슨
996,대한항공
997,미래에셋생명
998,베어로보틱스
999,전환
1000,코히어
1001,오산시
1002,HD현대중공업
1003,HJ중공업
1004,K-건
1005,SK에코플랜트
1006,도화엔지니어링
1007,동부건설
1008,동아지질
1009,삼성 E&A
1010,이앤씨
1011,한신공영
1012,해건협
1013,국민신문고
1014,(주)도슨티
1015,(주)쉴드테크
1016,(주)아치서울
1017,동반성장위원회
1018,아치서울
1019,창업진흥원
1020,호반
1021,호반건설
1022,호반그룹
1023,DL이앤씨
1024,대교
1025,동아건설산업
1026,엘티삼보
1027,할리파
1028,경제자유구역위원회
1029,경제자유구역청
1030,서산
1031,중앙도시계획위원회
1032,화성국제테마파크
1033,EXAONE
1034,GCP
1035,S-OIL
1036,신한투자증권
1037,㈜신세계
1038,국회의원단
1039,일본 자민당
1040,정보통신전략조사회
1041,주오사카대한민국총영사
1042,중의원
1043,지방창생특별위원회
1044,한·일 국교
1045,㈜도슨티
1046,㈜아치서울
1047,에이전틱A
1048,니즈
1049,하남시
1050,서울경제진흥원
1051,(주)신세계화성
1052,KINTEX
1053,우호협력
1054,Fed
1055,Hyundai
1056,모터스튜디오
1057,미주한인회
1058,미주한인회총연합회
1059,스마트시티 디지털
1060,에쓰오일
1061,shop
1062,Hwaseong
1063,하남시장
1064,도슨티
1065,한일국교
1066,클라우드
1067,실리콘밸리
1068,제테마파크
1069,화성시청
1070,엄궁대교
1071,클라우
1072,AKTI
1073,건설기계협회
1074,르타
1075,상공회의소
1076,서부자카
1077,LG씨엔에스
1078,LG에너지솔루션
1079,티머니
1080,국토발전전시관
1081,건설산업연구원
1082,삼성E&A
1083,국토
1084,E&A
1085,EBRD
1086,LLC
1087,대표
1088,유럽부흥개발은행
1089,유럽투자지주유한회사
1090,피에티캐이넨
1091,핀란드
1092,핀베라
1093,호로독 지역
1094,지역아동센터
1095,ni
1096,창원산업진흥원
1097,Ni
1098,Sig
1099,거창군
1100,경남도
1101,군의회
1102,도시바
1103,동서
1104,가오슝시
1105,모회사
1106,휴맥스
1107,한전
1108,휴맥스모빌리티
1109,KB금융지주
1110,롯데
1111,롯데몰
1112,롯데백화점
1113,롯데쇼핑
1114,롯데웰푸드
1115,하노이
1116,RISE
1117,대학교육
1118,스마트시
1119,스마트시티건
1120,풀스택
1121,김천리 자연재해위험
1122,의료
1123,NEC
1124,도요타
1125,중앙대
1126,기술연구소
1127,국군
1128,외교대표단
1129,도제학교
1130,제주대학교
1131,K-water
1132,GDC
1133,교통정보센터
1134,서울로봇인공지능과학관
1135,순천시
1136,순천시의회
1137,KT&G
1138,첨단
1139,메가트렌드
1140,광주과학기술원(GIST)
1141,KIND
1142,나카스
1143,한국해외인프라도시개발지원공사
1144,국제금융센터
1145,키플
1146,광명시
1147,광명시장
1148,과학아카데미
1149,에너지문제연구소
1150,우즈베키스탄
1151,한국광기술원
1152,충북과기원
1153,충북과학기술혁신원
1154,산자부
1155,인천경제청인천경제자유구역청
1156,미래에너지
1157,문화교류
1158,ACCSQ
1159,KCL
1160,사무
1161,스마트도시협회
1162,한국건설생활환경시험연구원
1163,아세안
1164,한·아세안
1165,국제도시
1166,세종시문화관광재단
1167,한국문화원
1168,한국교육원
1169,강남구
1170,강남구청장
1171,GITEX
1172,노타
1173,더샵
1174,포스코이앤씨
1175,롯데건설
1176,부동산인포
1177,하이엔
1178,도로교통국
1179,스톤브릿지벤처스
1180,LSNG C
1181,시민공청회
1182,이니셔티브
1183,ASEAN
1184,아세안표준품질자문위원회
1185,한-
1186,강남
1187,넷코리아
1188,샤플앤컴퍼니
1189,이든티엔에스
1190,스틱벤처스
1191,한-ASEAN
1192,당진시
1193,행정안전위원회
1194,ICLEI
1195,기후총회
1196,당사국총회
1197,세계지방정부협의회
1198,이클레이
1199,케랄라주
1200,세계
1201,이마트
1202,아주대
1203,경남대
1204,동의대
1205,호서대
1206,인하대
1207,경기고양특례시
1208,국제사회
1209,인천경제자유구역
1210,그린에너지
1211,세계본부
1212,코치시
1213,NVIDIA
1214,에티버스
1215,가즈노리
1216,고베
1217,고베 예술단
1218,고베경제동우회
1219,고베상공회의소
1220,고베시
1221,국보
1222,대구상공회의소
1223,대구시의회
1224,스마트광통신센터
1225,예술단
1226,한일교류음악회
1227,K-바이오랩허브
1228,내무부
1229,울산창조경제혁신센터
1230,창조경제혁신센터
1231,KHP
1232,KOICA
1233,청주대
1234,충북국제개발협력센터
1235,한국국제협력단
1236,Eu
1237,KRW
1238,산학협력단장
1239,광기술원
1240,치르치크시
1241,ESG지역혁신연구소
1242,동아대
1243,동아대학교
1244,건설교통위
1245,의회사무처
1246,인천시의회
1247,청두시
1248,청두시장
1249,GSO
1250,성균관대학교
1251,융합보안대학원
1252,밴티크
1253,공사
1254,한국에너지공단
1255,한양대
1256,VC
1257,멘토링
1258,충남창경센터
1259,충남창조경제혁신센터
1260,청두
1261,㈜배터플라이
1262,일원
1263,클린에너지
1264,부산시청
1265,콘래드호텔
1266,인하대학교
1267,사회과학
1268,㈜포드림
1269,㈜웨이버스
1270,안양대
1271,안양대학교
1272,국제교류원
1273,노동부
1274,한국정보화진흥원
1275,향상대책위원회
1276,솔트룩스
1277,도시개발공사
1278,도시개발부
1279,세종테크노파크
1280,스플리트시
1281,에르체그
1282,유럽재건개발은행
1283,크로아티아
1284,테크노파크
1285,간담회
1286,스마트시티공학과
1287,북한
1288,KT클라우드
1289,리벨리온
1290,아마존
1291,의원연맹
1292,인천상공회의소
1293,인천시립교향악단
1294,문화재단
1295,미네르바대
1296,산학협력포럼
1297,서울평화상
1298,스탠퍼드대
1299,외교통상부
1300,이사회
1301,태재대
1302,태재대학교
1303,한국고등교육재단
1304,한국정책학회
1305,현대일본학회
1306,그랜드뷰리서치
1307,업스테이지
1308,베트남국립미술관
1309,문화체육관광부
1310,매일경제
1311,list
1312,인천시청
1313,서울아리수본부
1314,의회도서관
1315,건설산업비전포럼
1316,국토개발
1317,남북한
1318,대한건축학회
1319,문화연구소
1320,부산외국어대학교
1321,연방정부
1322,청와대
1323,한미글로벌
1324,한반도
1325,세일즈포스
1326,천안시
1327,공무원
1328,알카닥 도시건설
1329,이비엔뉴스센터
1330,진현환
1331,투르크메니스탄
1332,DINNO
1333,KARI
1334,한국소프트웨어산업협회
1335,한국인터넷진흥원(
1336,한국소프트웨어산업협회(KOSA)
1337,ADD
1338,국방과학연구소
1339,공정거래위원회
1340,금융위
1341,비대위
1342,운영위원회
1343,홈플러스
1344,배달의민족
1345,비상대책위원회
1346,크래프톤
1347,질병관리청
1348,한솔테크닉스
1349,천안캠퍼스
1350,BS그룹
1351,사립학교
1352,산이정원
1353,솔라시도
1354,태양
1355,전남도
1356,구성지구
1357,국제자동차
1358,전남개발공사
1359,파크골프장
1360,교토
1361,부지사
1362,한일지사회의
1363,전기차
1364,알카닥
1365,뉴욕시
1366,조지아주
1367,사무소장
1368,한국공학한림원
1369,대통령
1370,간월호
1371,메카로
1372,브라운필드
1373,충북혁신도시
1374,국토해양부
1375,경찰서
1376,K-
1377,페이스북
1378,단양8경
1379,대덕연구특구
1380,음성
1381,지방시
1382,충북도당
1383,개발공사
1384,아미
1385,K-바이오스퀘어
1386,서산~
1387,서산~천안~청주~
1388,KOSA
1389,한국인터넷진흥원
1390,교토부
1391,송도국제도시
1392,연수구
1393,국방장관
1394,ASPAC
1395,UCLG
1396,세계지방정부연합
1397,엠 아니르쿠마르
1398,국힘
1399,정상회
1400,팔란티어
1401,SK텔레콤
1402,마이크로소프트(MS)
1403,한국표준과학연구원
1404,FIFA
1405,산업연구원
1406,아랍에미리트연합
1407,러시아군
1408,부산도시공사
1409,BCI
1410,심우주
1411,바이오에너지
1412,원천
1413,동원
1414,계산
1415,공산당
1416,기초연
1417,우주
1418,신기원
1419,신흥산업
1420,우리로
1421,지평
1422,ing
1423,메타빌드
1424,오산시장
1425,용인특례시
1426,ISO
1427,TOPIS
1428,자치행정주택부
1429,네이버(NA
1430,쏘카
1431,법학과
1432,세종대
1433,K-컬처
1434,구글어스
1435,대통령 관저
1436,국세청
1437,우방
1438,의대
1439,장성광업소
1440,태백시
1441,선전시
1442,입법조사처
1443,분당
1444,LG화학
1445,NH투자증권
1446,SK에너지
1447,한국동서발전
1448,스타트업파크
1449,인천스타트업파크
1450,스마트시티 통합운영센터
1451,바라카 원전
1452,IJM
1453,PWCC
1454,동남아시아국가연합
1455,야쇼부미
1456,킨텍스
1457,페낭
1458,페낭주
1459,광주도시공사
1460,광주시
1461,마켓플레이스
1462,북구
1463,전석 ㈜그리다에너지
1464,한전KDN
1465,인사청문특별위원회
1466,안양교도소
1467,농수산물도매
1468,안양도시공사
1469,안양시의회
1470,항공우주국(NASA)
1471,간사이 엑스포
1472,마루베니
1473,먀쿠먀쿠
1474,상사
1475,생명연
1476,에어크래프트
1477,유메시마
1478,인공섬
1479,조직위
1480,K-뷰티
1481,용인시장
1482,과천
1483,과천시
1484,과천시의회
1485,과천시의회 2050 도시혁신
1486,도시혁신연구소
1487,광주광역시
1488,(주)한국동서발전
1489,SBS방송사
1490,경상남도교육청
1491,국가산업단지
1492,국민체육센터
1493,문화관광축제
1494,밀양
1495,밀양대페스타
1496,밀양대학교
1497,밀양시
1498,밀양시장
1499,밀양아리랑대축제
1500,삼양식품
1501,스포츠파크
1502,신세계
1503,야구부
1504,영남루
1505,요넥스코리아
1506,식스팹
1507,식스팹(Si
1508,도쿄대
1509,인천경제자유구역청장
1510,IIT
1511,MMRDA
1512,루르키
1513,인도공과대학교
1514,주정부
1515,더벨
1516,머니투데
1517,폴라리스세원
1518,폴라리스오피스그룹
1519,폴라리스우노
1520,경상북도경제진흥원
1521,디지털융합산업과
1522,포스텍
1523,포항
1524,포항공과대학교
1525,포항시
1526,포항시장
1527,한동대
1528,IOC
1529,다봄센터
1530,SKT
1531,뷰런테크놀로지
1532,스타벅스
1533,BS한양
1534,수자인
1535,더퍼스트
1536,서울대학교
1537,춘천시
1538,춘천시의회
1539,IGF
1540,Indian Institute of Te
1541,공대
1542,국립
1543,인도공과대학
1544,경북도경제진흥원
1545,BEXCO
1546,벡스코
1547,WSCE
1548,nec
1549,혁신위원회
1550,교육청
1551,밀양아리랑
1552,에너지산업
1553,문체부
1554,BCDA
1555,Innovation Committee
1556,POSTECH
1557,기지전환개발청
1558,포항공대
1559,양해각서
1560,양해각
1561,국립중앙과학관
1562,미래기술관
1563,제주대
1564,컴퓨터공학과
1565,시설관리공단
1566,청소년재단
1567,circ
1568,헌법재판소
1569,안양시
1570,만안구
1571,안양시청
1572,내일꿈제작소
1573,고양종합운동장
1574,뉴클락시티
1575,칼랄로
1576,필리핀
1577,민관
1578,한국국토정보공사(LX)
1579,롯데캐슬
1580,MICE
1581,선도연구센터
1582,전주시
1583,전주시청
1584,DMC
1585,건우아파트가로주택정비사업조합
1586,수주도
1587,신원
1588,신원종합개발㈜
1589,중·고교
1590,RIST
1591,철강관리공단
1592,포항상공회의소
1593,포항시의회
1594,Gaia
1595,인터엑스
1596,한국OSG
1597,Ivoflow사
1598,SAP
1599,경산경찰서장
1600,경산시
1601,경찰
1602,㈜비즈데이터
1603,㈜인터엑스
1604,한국OSG㈜
1605,K스마트시티
1606,LX공사
1607,LX한국국토정보공사
1608,우븐시티
1609,ABH
1610,국가AI위원회
1611,미래기술연구원
1612,AICA
1613,FPT디
1614,KMAC
1615,국가데이터센터
1616,국가정보자원관리원
1617,한국능률협회컨설팅
1618,한국능률협회컨설팅(대표이사
1619,LH세종본부
1620,LH세종본부장
1621,수주
1622,혁신개발청
1623,POSCO
1624,Forum
1625,신원아침
1626,경남지사
1627,도시정책국
1628,먹거리통합지원센터
1629,창원시
1630,창원시의원
1631,고잔역
1632,안산시
1633,중앙역
1634,초지역
1635,파리
1636,비트센싱
1637,스페이스
1638,BFC
1639,수출입은행
1640,파이낸스
1641,세종본부
1642,수주지
1643,수주지원
1644,수주지원단
1645,파이낸스센터
1646,밀라노
1647,콘캔
1648,국토교통부(
1649,한국해외인프라도시개발지원공사(KIND
1650,K-스마트
1651,삼안
1652,동명기술공단
1653,정부간
1654,법무부
1655,위원회
1656,국가주석
1657,상하이
1658,알리바바
1659,유니트리
1660,텐센트
1661,항저우
1662,샤오미
1663,경운대
1664,구미
1665,구미대
1666,금오공대
